E.coli./09.fa.txt_orf00002 D.turgidum./08.fa.txt_orf01736
E.coli./09.fa.txt_orf06034 D.turgidum./08.fa.txt_orf00289
E.coli./09.fa.txt_orf06035 D.turgidum./08.fa.txt_orf00093
E.coli./09.fa.txt_orf06036 D.turgidum./08.fa.txt_orf00853
E.coli./09.fa.txt_orf06037 D.turgidum./08.fa.txt_orf00275
E.coli./09.fa.txt_orf06038 D.turgidum./08.fa.txt_orf01861_rev
E.coli./09.fa.txt_orf06040 D.turgidum./08.fa.txt_orf00757
E.coli./09.fa.txt_orf06042 D.turgidum./08.fa.txt_orf01092
E.coli./09.fa.txt_orf06044_rev D.turgidum./08.fa.txt_orf01924_rev
E.coli./09.fa.txt_orf06046 D.turgidum./08.fa.txt_orf01087
E.coli./09.fa.txt_orf06048_rev D.turgidum./08.fa.txt_orf00266_rev
E.coli./09.fa.txt_orf06049_rev D.turgidum./08.fa.txt_orf01137_rev
E.coli./09.fa.txt_orf06051_rev D.turgidum./08.fa.txt_orf01927_rev
E.coli./09.fa.txt_orf06052 D.turgidum./08.fa.txt_orf01978_rev
E.coli./09.fa.txt_orf06054_rev D.turgidum./08.fa.txt_orf00399
E.coli./09.fa.txt_orf06057_rev D.turgidum./08.fa.txt_orf00602
E.coli./09.fa.txt_orf06058_rev D.turgidum./08.fa.txt_orf00311
E.coli./09.fa.txt_orf06059_rev D.turgidum./08.fa.txt_orf00314
E.coli./09.fa.txt_orf06060_rev D.turgidum./08.fa.txt_orf01499
E.coli./09.fa.txt_orf06062_rev D.turgidum./08.fa.txt_orf01498
E.coli./09.fa.txt_orf06065_rev D.turgidum./08.fa.txt_orf01965_rev
E.coli./09.fa.txt_orf06066 D.turgidum./08.fa.txt_orf00114_rev
E.coli./09.fa.txt_orf06067_rev D.turgidum./08.fa.txt_orf00155_rev
E.coli./09.fa.txt_orf06068_rev D.turgidum./08.fa.txt_orf02201_rev
E.coli./09.fa.txt_orf06069_rev D.turgidum./08.fa.txt_orf02187_rev
E.coli./09.fa.txt_orf06070_rev D.turgidum./08.fa.txt_orf00876
E.coli./09.fa.txt_orf06071 D.turgidum./08.fa.txt_orf01789_rev
E.coli./09.fa.txt_orf06073_rev D.turgidum./08.fa.txt_orf01183
E.coli./09.fa.txt_orf06074_rev D.turgidum./08.fa.txt_orf00112
E.coli./09.fa.txt_orf06075 D.turgidum./08.fa.txt_orf02008_rev
E.coli./09.fa.txt_orf06076_rev D.turgidum./08.fa.txt_orf02107_rev
E.coli./09.fa.txt_orf06077_rev D.turgidum./08.fa.txt_orf02107_rev
E.coli./09.fa.txt_orf06078_rev D.turgidum./08.fa.txt_orf00547
E.coli./09.fa.txt_orf06079 D.turgidum./08.fa.txt_orf01097
E.coli./09.fa.txt_orf06080_rev D.turgidum./08.fa.txt_orf01347_rev
E.coli./09.fa.txt_orf06082_rev D.turgidum./08.fa.txt_orf00244_rev
E.coli./09.fa.txt_orf06083_rev D.turgidum./08.fa.txt_orf00415
E.coli./09.fa.txt_orf06084 D.turgidum./08.fa.txt_orf00634
E.coli./09.fa.txt_orf06086_rev D.turgidum./08.fa.txt_orf01098
E.coli./09.fa.txt_orf06088 D.turgidum./08.fa.txt_orf01109_rev
E.coli./09.fa.txt_orf06090_rev D.turgidum./08.fa.txt_orf00266_rev
E.coli./09.fa.txt_orf06092_rev D.turgidum./08.fa.txt_orf00069
E.coli./09.fa.txt_orf06093_rev D.turgidum./08.fa.txt_orf00850
E.coli./09.fa.txt_orf06095_rev D.turgidum./08.fa.txt_orf01259
E.coli./09.fa.txt_orf06096_rev D.turgidum./08.fa.txt_orf00669_rev
E.coli./09.fa.txt_orf06097 D.turgidum./08.fa.txt_orf02073_rev
E.coli./09.fa.txt_orf06098_rev D.turgidum./08.fa.txt_orf01557_rev
E.coli./09.fa.txt_orf06099_rev D.turgidum./08.fa.txt_orf01672_rev
E.coli./09.fa.txt_orf06101_rev D.turgidum./08.fa.txt_orf01948_rev
E.coli./09.fa.txt_orf06103_rev D.turgidum./08.fa.txt_orf00019_rev
E.coli./09.fa.txt_orf06104_rev D.turgidum./08.fa.txt_orf01952_rev
E.coli./09.fa.txt_orf06105_rev D.turgidum./08.fa.txt_orf00001
E.coli./09.fa.txt_orf06106 D.turgidum./08.fa.txt_orf00161_rev
E.coli./09.fa.txt_orf06108 D.turgidum./08.fa.txt_orf00160_rev
E.coli./09.fa.txt_orf06111 D.turgidum./08.fa.txt_orf00158_rev
E.coli./09.fa.txt_orf06113 D.turgidum./08.fa.txt_orf00155_rev
E.coli./09.fa.txt_orf06114 D.turgidum./08.fa.txt_orf00585
E.coli./09.fa.txt_orf06115 D.turgidum./08.fa.txt_orf01210
E.coli./09.fa.txt_orf06116 D.turgidum./08.fa.txt_orf00266_rev
E.coli./09.fa.txt_orf06118 D.turgidum./08.fa.txt_orf00070
E.coli./09.fa.txt_orf06119 D.turgidum./08.fa.txt_orf00247_rev
E.coli./09.fa.txt_orf06121 D.turgidum./08.fa.txt_orf01530
E.coli./09.fa.txt_orf06123_rev D.turgidum./08.fa.txt_orf01927_rev
E.coli./09.fa.txt_orf06125 D.turgidum./08.fa.txt_orf00603_rev
E.coli./09.fa.txt_orf06126 D.turgidum./08.fa.txt_orf00700
E.coli./09.fa.txt_orf06127 D.turgidum./08.fa.txt_orf02209
E.coli./09.fa.txt_orf06128_rev D.turgidum./08.fa.txt_orf00639
E.coli./09.fa.txt_orf06130_rev D.turgidum./08.fa.txt_orf00585
E.coli./09.fa.txt_orf06131_rev D.turgidum./08.fa.txt_orf01162_rev
E.coli./09.fa.txt_orf06132_rev D.turgidum./08.fa.txt_orf02263_rev
E.coli./09.fa.txt_orf06135_rev D.turgidum./08.fa.txt_orf01672_rev
E.coli./09.fa.txt_orf06136_rev D.turgidum./08.fa.txt_orf01233_rev
E.coli./09.fa.txt_orf06137_rev D.turgidum./08.fa.txt_orf01456
E.coli./09.fa.txt_orf06139 D.turgidum./08.fa.txt_orf02263_rev
E.coli./09.fa.txt_orf06141_rev D.turgidum./08.fa.txt_orf00624_rev
E.coli./09.fa.txt_orf06143_rev D.turgidum./08.fa.txt_orf00623
E.coli./09.fa.txt_orf06145_rev D.turgidum./08.fa.txt_orf00622
E.coli./09.fa.txt_orf06147_rev D.turgidum./08.fa.txt_orf00621
E.coli./09.fa.txt_orf06149_rev D.turgidum./08.fa.txt_orf00264_rev
E.coli./09.fa.txt_orf06150_rev D.turgidum./08.fa.txt_orf02153_rev
E.coli./09.fa.txt_orf06151_rev D.turgidum./08.fa.txt_orf00223_rev
E.coli./09.fa.txt_orf06153_rev D.turgidum./08.fa.txt_orf00755
E.coli./09.fa.txt_orf06154_rev D.turgidum./08.fa.txt_orf00050_rev
E.coli./09.fa.txt_orf06155_rev D.turgidum./08.fa.txt_orf01294
E.coli./09.fa.txt_orf06156_rev D.turgidum./08.fa.txt_orf01018
E.coli./09.fa.txt_orf06157_rev D.turgidum./08.fa.txt_orf00170_rev
E.coli./09.fa.txt_orf06159_rev D.turgidum./08.fa.txt_orf00171_rev
E.coli./09.fa.txt_orf06160_rev D.turgidum./08.fa.txt_orf00172_rev
E.coli./09.fa.txt_orf06162_rev D.turgidum./08.fa.txt_orf00173_rev
E.coli./09.fa.txt_orf06164_rev D.turgidum./08.fa.txt_orf00174_rev
E.coli./09.fa.txt_orf06166_rev D.turgidum./08.fa.txt_orf00174_rev
E.coli./09.fa.txt_orf06167_rev D.turgidum./08.fa.txt_orf01814_rev
E.coli./09.fa.txt_orf06170_rev D.turgidum./08.fa.txt_orf00176_rev
E.coli./09.fa.txt_orf06171_rev D.turgidum./08.fa.txt_orf00753
E.coli./09.fa.txt_orf06172_rev D.turgidum./08.fa.txt_orf01956
E.coli./09.fa.txt_orf06175_rev D.turgidum./08.fa.txt_orf01407
E.coli./09.fa.txt_orf06176_rev D.turgidum./08.fa.txt_orf00468
E.coli./09.fa.txt_orf06178_rev D.turgidum./08.fa.txt_orf00901_rev
E.coli./09.fa.txt_orf06179 D.turgidum./08.fa.txt_orf00777
E.coli./09.fa.txt_orf06180_rev D.turgidum./08.fa.txt_orf01095_rev
E.coli./09.fa.txt_orf06181_rev D.turgidum./08.fa.txt_orf00306
E.coli./09.fa.txt_orf06182 D.turgidum./08.fa.txt_orf02219_rev
E.coli./09.fa.txt_orf06183 D.turgidum./08.fa.txt_orf01413_rev
E.coli./09.fa.txt_orf06184 D.turgidum./08.fa.txt_orf00546
E.coli./09.fa.txt_orf06185 D.turgidum./08.fa.txt_orf00543
E.coli./09.fa.txt_orf06187 D.turgidum./08.fa.txt_orf02066
E.coli./09.fa.txt_orf06188 D.turgidum./08.fa.txt_orf01031
E.coli./09.fa.txt_orf06189 D.turgidum./08.fa.txt_orf02148
E.coli./09.fa.txt_orf06190_rev D.turgidum./08.fa.txt_orf00266_rev
E.coli./09.fa.txt_orf06191_rev D.turgidum./08.fa.txt_orf01097
E.coli./09.fa.txt_orf06192 D.turgidum./08.fa.txt_orf01494_rev
E.coli./09.fa.txt_orf06193 D.turgidum./08.fa.txt_orf00972
E.coli./09.fa.txt_orf06195_rev D.turgidum./08.fa.txt_orf00119
E.coli./09.fa.txt_orf06196 D.turgidum./08.fa.txt_orf01498
E.coli./09.fa.txt_orf06197_rev D.turgidum./08.fa.txt_orf01928_rev
E.coli./09.fa.txt_orf06198 D.turgidum./08.fa.txt_orf01498
E.coli./09.fa.txt_orf06199 D.turgidum./08.fa.txt_orf01975_rev
E.coli./09.fa.txt_orf06200 D.turgidum./08.fa.txt_orf01727
E.coli./09.fa.txt_orf06201 D.turgidum./08.fa.txt_orf02208
E.coli./09.fa.txt_orf06202 D.turgidum./08.fa.txt_orf01883
E.coli./09.fa.txt_orf06203_rev D.turgidum./08.fa.txt_orf01415
E.coli./09.fa.txt_orf06205 D.turgidum./08.fa.txt_orf01500
E.coli./09.fa.txt_orf06207_rev D.turgidum./08.fa.txt_orf01903
E.coli./09.fa.txt_orf06208_rev D.turgidum./08.fa.txt_orf02062
E.coli./09.fa.txt_orf06209 D.turgidum./08.fa.txt_orf01768_rev
E.coli./09.fa.txt_orf06211_rev D.turgidum./08.fa.txt_orf01934_rev
E.coli./09.fa.txt_orf06212_rev D.turgidum./08.fa.txt_orf01439
E.coli./09.fa.txt_orf06213 D.turgidum./08.fa.txt_orf01544_rev
E.coli./09.fa.txt_orf06214 D.turgidum./08.fa.txt_orf01374
E.coli./09.fa.txt_orf06215 D.turgidum./08.fa.txt_orf01202
E.coli./09.fa.txt_orf06217 D.turgidum./08.fa.txt_orf01406
E.coli./09.fa.txt_orf06218 D.turgidum./08.fa.txt_orf01715_rev
E.coli./09.fa.txt_orf06219 D.turgidum./08.fa.txt_orf01786_rev
E.coli./09.fa.txt_orf06220 D.turgidum./08.fa.txt_orf00762
E.coli./09.fa.txt_orf06222 D.turgidum./08.fa.txt_orf01712_rev
E.coli./09.fa.txt_orf06223 D.turgidum./08.fa.txt_orf02047_rev
E.coli./09.fa.txt_orf06224 D.turgidum./08.fa.txt_orf01107
E.coli./09.fa.txt_orf06225 D.turgidum./08.fa.txt_orf01713_rev
E.coli./09.fa.txt_orf06227 D.turgidum./08.fa.txt_orf00616
E.coli./09.fa.txt_orf06229 D.turgidum./08.fa.txt_orf01136
E.coli./09.fa.txt_orf06230 D.turgidum./08.fa.txt_orf01751
E.coli./09.fa.txt_orf06231 D.turgidum./08.fa.txt_orf01780_rev
E.coli./09.fa.txt_orf06232 D.turgidum./08.fa.txt_orf00156_rev
E.coli./09.fa.txt_orf06233 D.turgidum./08.fa.txt_orf02104_rev
E.coli./09.fa.txt_orf06236_rev D.turgidum./08.fa.txt_orf02096_rev
E.coli./09.fa.txt_orf06238_rev D.turgidum./08.fa.txt_orf02146_rev
E.coli./09.fa.txt_orf06239_rev D.turgidum./08.fa.txt_orf01296
E.coli./09.fa.txt_orf06241_rev D.turgidum./08.fa.txt_orf00948
E.coli./09.fa.txt_orf06242_rev D.turgidum./08.fa.txt_orf01320
E.coli./09.fa.txt_orf06243_rev D.turgidum./08.fa.txt_orf01806
E.coli./09.fa.txt_orf06244 D.turgidum./08.fa.txt_orf01133
E.coli./09.fa.txt_orf06245_rev D.turgidum./08.fa.txt_orf01385
E.coli./09.fa.txt_orf06247_rev D.turgidum./08.fa.txt_orf01802_rev
E.coli./09.fa.txt_orf06248_rev D.turgidum./08.fa.txt_orf00281
E.coli./09.fa.txt_orf06249_rev D.turgidum./08.fa.txt_orf00204_rev
E.coli./09.fa.txt_orf06250 D.turgidum./08.fa.txt_orf00270
E.coli./09.fa.txt_orf06251 D.turgidum./08.fa.txt_orf01008_rev
E.coli./09.fa.txt_orf06252 D.turgidum./08.fa.txt_orf00759
E.coli./09.fa.txt_orf06254 D.turgidum./08.fa.txt_orf01859_rev
E.coli./09.fa.txt_orf06255 D.turgidum./08.fa.txt_orf00903
E.coli./09.fa.txt_orf06257 D.turgidum./08.fa.txt_orf01768_rev
E.coli./09.fa.txt_orf06261_rev D.turgidum./08.fa.txt_orf01413_rev
E.coli./09.fa.txt_orf06262 D.turgidum./08.fa.txt_orf01309
E.coli./09.fa.txt_orf06263 D.turgidum./08.fa.txt_orf01179
E.coli./09.fa.txt_orf06264_rev D.turgidum./08.fa.txt_orf01873
E.coli./09.fa.txt_orf06266_rev D.turgidum./08.fa.txt_orf01821_rev
E.coli./09.fa.txt_orf06267 D.turgidum./08.fa.txt_orf02094_rev
E.coli./09.fa.txt_orf06268 D.turgidum./08.fa.txt_orf02241_rev
E.coli./09.fa.txt_orf06270_rev D.turgidum./08.fa.txt_orf01085
E.coli./09.fa.txt_orf06272_rev D.turgidum./08.fa.txt_orf01646
E.coli./09.fa.txt_orf06273 D.turgidum./08.fa.txt_orf00314
E.coli./09.fa.txt_orf06276 D.turgidum./08.fa.txt_orf01439
E.coli./09.fa.txt_orf06277 D.turgidum./08.fa.txt_orf00783
E.coli./09.fa.txt_orf06278_rev D.turgidum./08.fa.txt_orf02113
E.coli./09.fa.txt_orf06279 D.turgidum./08.fa.txt_orf00789
E.coli./09.fa.txt_orf06280 D.turgidum./08.fa.txt_orf01557_rev
E.coli./09.fa.txt_orf06282 D.turgidum./08.fa.txt_orf00846_rev
E.coli./09.fa.txt_orf06284_rev D.turgidum./08.fa.txt_orf01796_rev
E.coli./09.fa.txt_orf06286 D.turgidum./08.fa.txt_orf02210
E.coli./09.fa.txt_orf06287_rev D.turgidum./08.fa.txt_orf01984
E.coli./09.fa.txt_orf06288 D.turgidum./08.fa.txt_orf00204_rev
E.coli./09.fa.txt_orf06290 D.turgidum./08.fa.txt_orf00507_rev
E.coli./09.fa.txt_orf06291 D.turgidum./08.fa.txt_orf01408
E.coli./09.fa.txt_orf06292 D.turgidum./08.fa.txt_orf00236
E.coli./09.fa.txt_orf06293 D.turgidum./08.fa.txt_orf02020_rev
E.coli./09.fa.txt_orf06294 D.turgidum./08.fa.txt_orf01119
E.coli./09.fa.txt_orf06295 D.turgidum./08.fa.txt_orf00900
E.coli./09.fa.txt_orf06297 D.turgidum./08.fa.txt_orf01660_rev
E.coli./09.fa.txt_orf06299 D.turgidum./08.fa.txt_orf01552_rev
E.coli./09.fa.txt_orf06300_rev D.turgidum./08.fa.txt_orf01742_rev
E.coli./09.fa.txt_orf06301 D.turgidum./08.fa.txt_orf01927_rev
E.coli./09.fa.txt_orf06302 D.turgidum./08.fa.txt_orf00446
E.coli./09.fa.txt_orf06304_rev D.turgidum./08.fa.txt_orf00856_rev
E.coli./09.fa.txt_orf06306_rev D.turgidum./08.fa.txt_orf00256
E.coli./09.fa.txt_orf06308 D.turgidum./08.fa.txt_orf01315
E.coli./09.fa.txt_orf06310 D.turgidum./08.fa.txt_orf00185_rev
E.coli./09.fa.txt_orf06312 D.turgidum./08.fa.txt_orf00352_rev
E.coli./09.fa.txt_orf06314 D.turgidum./08.fa.txt_orf01646
E.coli./09.fa.txt_orf06315 D.turgidum./08.fa.txt_orf00972
E.coli./09.fa.txt_orf06317_rev D.turgidum./08.fa.txt_orf00337
E.coli./09.fa.txt_orf06318_rev D.turgidum./08.fa.txt_orf01862_rev
E.coli./09.fa.txt_orf06319 D.turgidum./08.fa.txt_orf00060
E.coli./09.fa.txt_orf06321 D.turgidum./08.fa.txt_orf01555_rev
E.coli./09.fa.txt_orf06322 D.turgidum./08.fa.txt_orf00933_rev
E.coli./09.fa.txt_orf06323 D.turgidum./08.fa.txt_orf00903
E.coli./09.fa.txt_orf06324 D.turgidum./08.fa.txt_orf01190
E.coli./09.fa.txt_orf06325_rev D.turgidum./08.fa.txt_orf01460
E.coli./09.fa.txt_orf06326_rev D.turgidum./08.fa.txt_orf02092_rev
E.coli./09.fa.txt_orf06327 D.turgidum./08.fa.txt_orf01130
E.coli./09.fa.txt_orf06328_rev D.turgidum./08.fa.txt_orf02108_rev
E.coli./09.fa.txt_orf06330_rev D.turgidum./08.fa.txt_orf01463
E.coli./09.fa.txt_orf06331 D.turgidum./08.fa.txt_orf02046
E.coli./09.fa.txt_orf06332_rev D.turgidum./08.fa.txt_orf01345_rev
E.coli./09.fa.txt_orf06333 D.turgidum./08.fa.txt_orf01404
E.coli./09.fa.txt_orf06334_rev D.turgidum./08.fa.txt_orf02186_rev
E.coli./09.fa.txt_orf06335_rev D.turgidum./08.fa.txt_orf00201_rev
E.coli./09.fa.txt_orf06336_rev D.turgidum./08.fa.txt_orf00972
E.coli./09.fa.txt_orf06338_rev D.turgidum./08.fa.txt_orf00234
E.coli./09.fa.txt_orf06341 D.turgidum./08.fa.txt_orf01402
E.coli./09.fa.txt_orf06343 D.turgidum./08.fa.txt_orf00832
E.coli./09.fa.txt_orf06345 D.turgidum./08.fa.txt_orf01159
E.coli./09.fa.txt_orf06346 D.turgidum./08.fa.txt_orf00820_rev
E.coli./09.fa.txt_orf06347_rev D.turgidum./08.fa.txt_orf00535_rev
E.coli./09.fa.txt_orf06348_rev D.turgidum./08.fa.txt_orf01031
E.coli./09.fa.txt_orf06349 D.turgidum./08.fa.txt_orf00255
E.coli./09.fa.txt_orf06350 D.turgidum./08.fa.txt_orf02186_rev
E.coli./09.fa.txt_orf06352 D.turgidum./08.fa.txt_orf00509_rev
E.coli./09.fa.txt_orf06353 D.turgidum./08.fa.txt_orf02251
E.coli./09.fa.txt_orf06354 D.turgidum./08.fa.txt_orf02138_rev
E.coli./09.fa.txt_orf06355 D.turgidum./08.fa.txt_orf00849
E.coli./09.fa.txt_orf06356 D.turgidum./08.fa.txt_orf00603_rev
E.coli./09.fa.txt_orf06357 D.turgidum./08.fa.txt_orf00750
E.coli./09.fa.txt_orf06358 D.turgidum./08.fa.txt_orf01234_rev
E.coli./09.fa.txt_orf06360 D.turgidum./08.fa.txt_orf01204
E.coli./09.fa.txt_orf06361_rev D.turgidum./08.fa.txt_orf00639
E.coli./09.fa.txt_orf06363 D.turgidum./08.fa.txt_orf01640
E.coli./09.fa.txt_orf06365 D.turgidum./08.fa.txt_orf00423_rev
E.coli./09.fa.txt_orf06366 D.turgidum./08.fa.txt_orf00700
E.coli./09.fa.txt_orf06367 D.turgidum./08.fa.txt_orf00758_rev
E.coli./09.fa.txt_orf06368_rev D.turgidum./08.fa.txt_orf01800_rev
E.coli./09.fa.txt_orf06369_rev D.turgidum./08.fa.txt_orf00567
E.coli./09.fa.txt_orf06370_rev D.turgidum./08.fa.txt_orf01389
E.coli./09.fa.txt_orf06372_rev D.turgidum./08.fa.txt_orf02055_rev
E.coli./09.fa.txt_orf06373_rev D.turgidum./08.fa.txt_orf00095
E.coli./09.fa.txt_orf06374 D.turgidum./08.fa.txt_orf01646
E.coli./09.fa.txt_orf06375 D.turgidum./08.fa.txt_orf01493_rev
E.coli./09.fa.txt_orf06377 D.turgidum./08.fa.txt_orf01231_rev
E.coli./09.fa.txt_orf06378_rev D.turgidum./08.fa.txt_orf01976_rev
E.coli./09.fa.txt_orf06379_rev D.turgidum./08.fa.txt_orf01884
E.coli./09.fa.txt_orf06380_rev D.turgidum./08.fa.txt_orf00725
E.coli./09.fa.txt_orf06381_rev D.turgidum./08.fa.txt_orf00217
E.coli./09.fa.txt_orf06383_rev D.turgidum./08.fa.txt_orf00541
E.coli./09.fa.txt_orf06386_rev D.turgidum./08.fa.txt_orf00557
E.coli./09.fa.txt_orf06389_rev D.turgidum./08.fa.txt_orf00560
E.coli./09.fa.txt_orf06390_rev D.turgidum./08.fa.txt_orf00561
E.coli./09.fa.txt_orf06392 D.turgidum./08.fa.txt_orf01570_rev
E.coli./09.fa.txt_orf06393_rev D.turgidum./08.fa.txt_orf01417
E.coli./09.fa.txt_orf06394 D.turgidum./08.fa.txt_orf02008_rev
E.coli./09.fa.txt_orf06396 D.turgidum./08.fa.txt_orf02008_rev
E.coli./09.fa.txt_orf06397_rev D.turgidum./08.fa.txt_orf00592_rev
E.coli./09.fa.txt_orf06398 D.turgidum./08.fa.txt_orf01225_rev
E.coli./09.fa.txt_orf06399_rev D.turgidum./08.fa.txt_orf00442
E.coli./09.fa.txt_orf06400 D.turgidum./08.fa.txt_orf00228_rev
E.coli./09.fa.txt_orf06401 D.turgidum./08.fa.txt_orf00853
E.coli./09.fa.txt_orf06402_rev D.turgidum./08.fa.txt_orf01563_rev
E.coli./09.fa.txt_orf06403_rev D.turgidum./08.fa.txt_orf01564_rev
E.coli./09.fa.txt_orf06404 D.turgidum./08.fa.txt_orf01164
E.coli./09.fa.txt_orf06405 D.turgidum./08.fa.txt_orf02153_rev
E.coli./09.fa.txt_orf06406 D.turgidum./08.fa.txt_orf01759_rev
E.coli./09.fa.txt_orf06409 D.turgidum./08.fa.txt_orf01473
E.coli./09.fa.txt_orf06411 D.turgidum./08.fa.txt_orf01402
E.coli./09.fa.txt_orf06413_rev D.turgidum./08.fa.txt_orf01431
E.coli./09.fa.txt_orf06414_rev D.turgidum./08.fa.txt_orf01661_rev
E.coli./09.fa.txt_orf06415 D.turgidum./08.fa.txt_orf00263_rev
E.coli./09.fa.txt_orf06416 D.turgidum./08.fa.txt_orf00952
E.coli./09.fa.txt_orf06417 D.turgidum./08.fa.txt_orf02036
E.coli./09.fa.txt_orf06418_rev D.turgidum./08.fa.txt_orf00298_rev
E.coli./09.fa.txt_orf06419_rev D.turgidum./08.fa.txt_orf01139_rev
E.coli./09.fa.txt_orf06420_rev D.turgidum./08.fa.txt_orf01084
E.coli./09.fa.txt_orf06421_rev D.turgidum./08.fa.txt_orf00878
E.coli./09.fa.txt_orf06422 D.turgidum./08.fa.txt_orf00483
E.coli./09.fa.txt_orf06423_rev D.turgidum./08.fa.txt_orf01297
E.coli./09.fa.txt_orf06425_rev D.turgidum./08.fa.txt_orf01137_rev
E.coli./09.fa.txt_orf06426_rev D.turgidum./08.fa.txt_orf01381
E.coli./09.fa.txt_orf06428_rev D.turgidum./08.fa.txt_orf01643
E.coli./09.fa.txt_orf06429_rev D.turgidum./08.fa.txt_orf01843_rev
E.coli./09.fa.txt_orf06430_rev D.turgidum./08.fa.txt_orf02148
E.coli./09.fa.txt_orf06433_rev D.turgidum./08.fa.txt_orf01822_rev
E.coli./09.fa.txt_orf06434 D.turgidum./08.fa.txt_orf01037
E.coli./09.fa.txt_orf06436 D.turgidum./08.fa.txt_orf01289
E.coli./09.fa.txt_orf06438_rev D.turgidum./08.fa.txt_orf00849
E.coli./09.fa.txt_orf06441_rev D.turgidum./08.fa.txt_orf00736
E.coli./09.fa.txt_orf06443_rev D.turgidum./08.fa.txt_orf02118_rev
E.coli./09.fa.txt_orf06444_rev D.turgidum./08.fa.txt_orf00576
E.coli./09.fa.txt_orf06445 D.turgidum./08.fa.txt_orf01046
E.coli./09.fa.txt_orf06446 D.turgidum./08.fa.txt_orf01730
E.coli./09.fa.txt_orf06448_rev D.turgidum./08.fa.txt_orf01269
E.coli./09.fa.txt_orf06449 D.turgidum./08.fa.txt_orf02054_rev
E.coli./09.fa.txt_orf06450 D.turgidum./08.fa.txt_orf00158_rev
E.coli./09.fa.txt_orf06451 D.turgidum./08.fa.txt_orf00846_rev
E.coli./09.fa.txt_orf06453_rev D.turgidum./08.fa.txt_orf01241
E.coli./09.fa.txt_orf06455_rev D.turgidum./08.fa.txt_orf02202
E.coli./09.fa.txt_orf06456_rev D.turgidum./08.fa.txt_orf00632
E.coli./09.fa.txt_orf06457_rev D.turgidum./08.fa.txt_orf01672_rev
E.coli./09.fa.txt_orf06459 D.turgidum./08.fa.txt_orf01284
E.coli./09.fa.txt_orf06461 D.turgidum./08.fa.txt_orf01999_rev
E.coli./09.fa.txt_orf06462 D.turgidum./08.fa.txt_orf00964_rev
E.coli./09.fa.txt_orf06464 D.turgidum./08.fa.txt_orf02137
E.coli./09.fa.txt_orf06465 D.turgidum./08.fa.txt_orf00332
E.coli./09.fa.txt_orf06466_rev D.turgidum./08.fa.txt_orf00419
E.coli./09.fa.txt_orf06467_rev D.turgidum./08.fa.txt_orf00922
E.coli./09.fa.txt_orf06468_rev D.turgidum./08.fa.txt_orf01851_rev
E.coli./09.fa.txt_orf06471_rev D.turgidum./08.fa.txt_orf01708_rev
E.coli./09.fa.txt_orf06472 D.turgidum./08.fa.txt_orf02246_rev
E.coli./09.fa.txt_orf06473 D.turgidum./08.fa.txt_orf01716_rev
E.coli./09.fa.txt_orf06474 D.turgidum./08.fa.txt_orf02240_rev
E.coli./09.fa.txt_orf06475 D.turgidum./08.fa.txt_orf00069
E.coli./09.fa.txt_orf06477 D.turgidum./08.fa.txt_orf01237_rev
E.coli./09.fa.txt_orf06478 D.turgidum./08.fa.txt_orf01712_rev
E.coli./09.fa.txt_orf06479_rev D.turgidum./08.fa.txt_orf00685
E.coli./09.fa.txt_orf06481 D.turgidum./08.fa.txt_orf01237_rev
E.coli./09.fa.txt_orf06482 D.turgidum./08.fa.txt_orf00255
E.coli./09.fa.txt_orf06483 D.turgidum./08.fa.txt_orf02167_rev
E.coli./09.fa.txt_orf06485_rev D.turgidum./08.fa.txt_orf00918
E.coli./09.fa.txt_orf06486 D.turgidum./08.fa.txt_orf00911
E.coli./09.fa.txt_orf06487 D.turgidum./08.fa.txt_orf01709_rev
E.coli./09.fa.txt_orf06488 D.turgidum./08.fa.txt_orf00972
E.coli./09.fa.txt_orf06491 D.turgidum./08.fa.txt_orf01574_rev
E.coli./09.fa.txt_orf06492 D.turgidum./08.fa.txt_orf01530
E.coli./09.fa.txt_orf06494_rev D.turgidum./08.fa.txt_orf00107
E.coli./09.fa.txt_orf06496 D.turgidum./08.fa.txt_orf01745_rev
E.coli./09.fa.txt_orf06499 D.turgidum./08.fa.txt_orf01743_rev
E.coli./09.fa.txt_orf06500 D.turgidum./08.fa.txt_orf01742_rev
E.coli./09.fa.txt_orf06501 D.turgidum./08.fa.txt_orf01741_rev
E.coli./09.fa.txt_orf06502 D.turgidum./08.fa.txt_orf01739_rev
E.coli./09.fa.txt_orf06504 D.turgidum./08.fa.txt_orf01738_rev
E.coli./09.fa.txt_orf06505 D.turgidum./08.fa.txt_orf01737_rev
E.coli./09.fa.txt_orf06509 D.turgidum./08.fa.txt_orf01240
E.coli./09.fa.txt_orf06512 D.turgidum./08.fa.txt_orf01241
E.coli./09.fa.txt_orf06514 D.turgidum./08.fa.txt_orf00747_rev
E.coli./09.fa.txt_orf06515_rev D.turgidum./08.fa.txt_orf02086
E.coli./09.fa.txt_orf06517_rev D.turgidum./08.fa.txt_orf02085
E.coli./09.fa.txt_orf06518_rev D.turgidum./08.fa.txt_orf02084
E.coli./09.fa.txt_orf06519_rev D.turgidum./08.fa.txt_orf02087
E.coli./09.fa.txt_orf06520_rev D.turgidum./08.fa.txt_orf02088
E.coli./09.fa.txt_orf06522_rev D.turgidum./08.fa.txt_orf02089
E.coli./09.fa.txt_orf06524_rev D.turgidum./08.fa.txt_orf00234
