E.coli./09.fa.txt_orf00002 Synechocystis./18.fa.txt_orf01331_rev
E.coli./09.fa.txt_orf06157_rev Synechocystis./18.fa.txt_orf04086
E.coli./09.fa.txt_orf06159_rev Synechocystis./18.fa.txt_orf04085
E.coli./09.fa.txt_orf06160_rev Synechocystis./18.fa.txt_orf04476_rev
E.coli./09.fa.txt_orf06162_rev Synechocystis./18.fa.txt_orf04479_rev
E.coli./09.fa.txt_orf06164_rev Synechocystis./18.fa.txt_orf04480_rev
E.coli./09.fa.txt_orf06166_rev Synechocystis./18.fa.txt_orf04481_rev
E.coli./09.fa.txt_orf06167_rev Synechocystis./18.fa.txt_orf04483_rev
E.coli./09.fa.txt_orf06170_rev Synechocystis./18.fa.txt_orf04485_rev
E.coli./09.fa.txt_orf06171_rev Synechocystis./18.fa.txt_orf03823
E.coli./09.fa.txt_orf06172_rev Synechocystis./18.fa.txt_orf01820
E.coli./09.fa.txt_orf06175_rev Synechocystis./18.fa.txt_orf01148
E.coli./09.fa.txt_orf06176_rev Synechocystis./18.fa.txt_orf02139
E.coli./09.fa.txt_orf06178_rev Synechocystis./18.fa.txt_orf01038_rev
E.coli./09.fa.txt_orf06179 Synechocystis./18.fa.txt_orf01945
E.coli./09.fa.txt_orf06180_rev Synechocystis./18.fa.txt_orf04103
E.coli./09.fa.txt_orf06181_rev Synechocystis./18.fa.txt_orf01535_rev
E.coli./09.fa.txt_orf06182 Synechocystis./18.fa.txt_orf03461_rev
E.coli./09.fa.txt_orf06183 Synechocystis./18.fa.txt_orf01378_rev
E.coli./09.fa.txt_orf06184 Synechocystis./18.fa.txt_orf00895
E.coli./09.fa.txt_orf06185 Synechocystis./18.fa.txt_orf04980
E.coli./09.fa.txt_orf06187 Synechocystis./18.fa.txt_orf00572_rev
E.coli./09.fa.txt_orf06188 Synechocystis./18.fa.txt_orf02531
E.coli./09.fa.txt_orf06189 Synechocystis./18.fa.txt_orf01896_rev
E.coli./09.fa.txt_orf06190_rev Synechocystis./18.fa.txt_orf02586_rev
E.coli./09.fa.txt_orf06191_rev Synechocystis./18.fa.txt_orf03032_rev
E.coli./09.fa.txt_orf06192 Synechocystis./18.fa.txt_orf05299
E.coli./09.fa.txt_orf06193 Synechocystis./18.fa.txt_orf04064_rev
E.coli./09.fa.txt_orf06195_rev Synechocystis./18.fa.txt_orf04792
E.coli./09.fa.txt_orf06196 Synechocystis./18.fa.txt_orf01514_rev
E.coli./09.fa.txt_orf06197_rev Synechocystis./18.fa.txt_orf04421
E.coli./09.fa.txt_orf06198 Synechocystis./18.fa.txt_orf04967
E.coli./09.fa.txt_orf06199 Synechocystis./18.fa.txt_orf01489_rev
E.coli./09.fa.txt_orf06200 Synechocystis./18.fa.txt_orf01467
E.coli./09.fa.txt_orf06201 Synechocystis./18.fa.txt_orf04457_rev
E.coli./09.fa.txt_orf06202 Synechocystis./18.fa.txt_orf00533_rev
E.coli./09.fa.txt_orf06203_rev Synechocystis./18.fa.txt_orf04260
E.coli./09.fa.txt_orf06205 Synechocystis./18.fa.txt_orf02042_rev
E.coli./09.fa.txt_orf06207_rev Synechocystis./18.fa.txt_orf02184
E.coli./09.fa.txt_orf06208_rev Synechocystis./18.fa.txt_orf01820
E.coli./09.fa.txt_orf06209 Synechocystis./18.fa.txt_orf00760_rev
E.coli./09.fa.txt_orf06211_rev Synechocystis./18.fa.txt_orf02545
E.coli./09.fa.txt_orf06212_rev Synechocystis./18.fa.txt_orf03987_rev
E.coli./09.fa.txt_orf06213 Synechocystis./18.fa.txt_orf04882
E.coli./09.fa.txt_orf06214 Synechocystis./18.fa.txt_orf04479_rev
E.coli./09.fa.txt_orf06215 Synechocystis./18.fa.txt_orf03762
E.coli./09.fa.txt_orf06217 Synechocystis./18.fa.txt_orf03217
E.coli./09.fa.txt_orf06218 Synechocystis./18.fa.txt_orf01148
E.coli./09.fa.txt_orf06219 Synechocystis./18.fa.txt_orf05105_rev
E.coli./09.fa.txt_orf06220 Synechocystis./18.fa.txt_orf00984
E.coli./09.fa.txt_orf06222 Synechocystis./18.fa.txt_orf01533_rev
E.coli./09.fa.txt_orf06223 Synechocystis./18.fa.txt_orf01156
E.coli./09.fa.txt_orf06224 Synechocystis./18.fa.txt_orf00868_rev
E.coli./09.fa.txt_orf06225 Synechocystis./18.fa.txt_orf02852_rev
E.coli./09.fa.txt_orf06227 Synechocystis./18.fa.txt_orf03709_rev
E.coli./09.fa.txt_orf06229 Synechocystis./18.fa.txt_orf04863
E.coli./09.fa.txt_orf06230 Synechocystis./18.fa.txt_orf00702
E.coli./09.fa.txt_orf06231 Synechocystis./18.fa.txt_orf02968_rev
E.coli./09.fa.txt_orf06232 Synechocystis./18.fa.txt_orf00186_rev
E.coli./09.fa.txt_orf06233 Synechocystis./18.fa.txt_orf04385_rev
E.coli./09.fa.txt_orf06236_rev Synechocystis./18.fa.txt_orf02225_rev
E.coli./09.fa.txt_orf06238_rev Synechocystis./18.fa.txt_orf03541
E.coli./09.fa.txt_orf06239_rev Synechocystis./18.fa.txt_orf02497
E.coli./09.fa.txt_orf06241_rev Synechocystis./18.fa.txt_orf03243
E.coli./09.fa.txt_orf06242_rev Synechocystis./18.fa.txt_orf03764
E.coli./09.fa.txt_orf06243_rev Synechocystis./18.fa.txt_orf02220
E.coli./09.fa.txt_orf06244 Synechocystis./18.fa.txt_orf04970_rev
E.coli./09.fa.txt_orf06245_rev Synechocystis./18.fa.txt_orf03628_rev
E.coli./09.fa.txt_orf06247_rev Synechocystis./18.fa.txt_orf01463_rev
E.coli./09.fa.txt_orf06248_rev Synechocystis./18.fa.txt_orf01340_rev
E.coli./09.fa.txt_orf06249_rev Synechocystis./18.fa.txt_orf03658_rev
E.coli./09.fa.txt_orf06250 Synechocystis./18.fa.txt_orf01988_rev
E.coli./09.fa.txt_orf06251 Synechocystis./18.fa.txt_orf02541_rev
E.coli./09.fa.txt_orf06252 Synechocystis./18.fa.txt_orf04747
E.coli./09.fa.txt_orf06254 Synechocystis./18.fa.txt_orf02679
E.coli./09.fa.txt_orf06255 Synechocystis./18.fa.txt_orf01005
E.coli./09.fa.txt_orf06257 Synechocystis./18.fa.txt_orf00760_rev
E.coli./09.fa.txt_orf06261_rev Synechocystis./18.fa.txt_orf02035
E.coli./09.fa.txt_orf06262 Synechocystis./18.fa.txt_orf03625_rev
E.coli./09.fa.txt_orf06263 Synechocystis./18.fa.txt_orf00292_rev
E.coli./09.fa.txt_orf06264_rev Synechocystis./18.fa.txt_orf05024_rev
E.coli./09.fa.txt_orf06266_rev Synechocystis./18.fa.txt_orf05019_rev
E.coli./09.fa.txt_orf06267 Synechocystis./18.fa.txt_orf00292_rev
E.coli./09.fa.txt_orf06268 Synechocystis./18.fa.txt_orf01356
E.coli./09.fa.txt_orf06270_rev Synechocystis./18.fa.txt_orf05117_rev
E.coli./09.fa.txt_orf06272_rev Synechocystis./18.fa.txt_orf00536_rev
E.coli./09.fa.txt_orf06273 Synechocystis./18.fa.txt_orf00552_rev
E.coli./09.fa.txt_orf06276 Synechocystis./18.fa.txt_orf03367
E.coli./09.fa.txt_orf06277 Synechocystis./18.fa.txt_orf04194_rev
E.coli./09.fa.txt_orf06278_rev Synechocystis./18.fa.txt_orf04194_rev
E.coli./09.fa.txt_orf06279 Synechocystis./18.fa.txt_orf01591
E.coli./09.fa.txt_orf06280 Synechocystis./18.fa.txt_orf03621_rev
E.coli./09.fa.txt_orf06282 Synechocystis./18.fa.txt_orf03529_rev
E.coli./09.fa.txt_orf06284_rev Synechocystis./18.fa.txt_orf04721
E.coli./09.fa.txt_orf06286 Synechocystis./18.fa.txt_orf01016
E.coli./09.fa.txt_orf06287_rev Synechocystis./18.fa.txt_orf02612_rev
E.coli./09.fa.txt_orf06288 Synechocystis./18.fa.txt_orf01752_rev
E.coli./09.fa.txt_orf06290 Synechocystis./18.fa.txt_orf04817
E.coli./09.fa.txt_orf06291 Synechocystis./18.fa.txt_orf01186_rev
E.coli./09.fa.txt_orf06292 Synechocystis./18.fa.txt_orf04651
E.coli./09.fa.txt_orf06293 Synechocystis./18.fa.txt_orf03611
E.coli./09.fa.txt_orf06294 Synechocystis./18.fa.txt_orf02987
E.coli./09.fa.txt_orf06295 Synechocystis./18.fa.txt_orf02987
E.coli./09.fa.txt_orf06297 Synechocystis./18.fa.txt_orf00839
E.coli./09.fa.txt_orf06299 Synechocystis./18.fa.txt_orf04066_rev
E.coli./09.fa.txt_orf06300_rev Synechocystis./18.fa.txt_orf02590
E.coli./09.fa.txt_orf06301 Synechocystis./18.fa.txt_orf03140_rev
E.coli./09.fa.txt_orf06302 Synechocystis./18.fa.txt_orf02217
E.coli./09.fa.txt_orf06304_rev Synechocystis./18.fa.txt_orf02447_rev
E.coli./09.fa.txt_orf06306_rev Synechocystis./18.fa.txt_orf05214
E.coli./09.fa.txt_orf06308 Synechocystis./18.fa.txt_orf05299
E.coli./09.fa.txt_orf06310 Synechocystis./18.fa.txt_orf01617_rev
E.coli./09.fa.txt_orf06312 Synechocystis./18.fa.txt_orf04455_rev
E.coli./09.fa.txt_orf06314 Synechocystis./18.fa.txt_orf01774_rev
E.coli./09.fa.txt_orf06315 Synechocystis./18.fa.txt_orf04064_rev
E.coli./09.fa.txt_orf06317_rev Synechocystis./18.fa.txt_orf03678_rev
E.coli./09.fa.txt_orf06318_rev Synechocystis./18.fa.txt_orf03279
E.coli./09.fa.txt_orf06319 Synechocystis./18.fa.txt_orf04025_rev
E.coli./09.fa.txt_orf06321 Synechocystis./18.fa.txt_orf03934_rev
E.coli./09.fa.txt_orf06322 Synechocystis./18.fa.txt_orf03190
E.coli./09.fa.txt_orf06323 Synechocystis./18.fa.txt_orf00903_rev
E.coli./09.fa.txt_orf06324 Synechocystis./18.fa.txt_orf01248_rev
E.coli./09.fa.txt_orf06325_rev Synechocystis./18.fa.txt_orf01794_rev
E.coli./09.fa.txt_orf06326_rev Synechocystis./18.fa.txt_orf02926_rev
E.coli./09.fa.txt_orf06327 Synechocystis./18.fa.txt_orf02420
E.coli./09.fa.txt_orf06328_rev Synechocystis./18.fa.txt_orf01523_rev
E.coli./09.fa.txt_orf06330_rev Synechocystis./18.fa.txt_orf04551_rev
E.coli./09.fa.txt_orf06331 Synechocystis./18.fa.txt_orf03828
E.coli./09.fa.txt_orf06332_rev Synechocystis./18.fa.txt_orf05035
E.coli./09.fa.txt_orf06333 Synechocystis./18.fa.txt_orf01592
E.coli./09.fa.txt_orf06334_rev Synechocystis./18.fa.txt_orf04998_rev
E.coli./09.fa.txt_orf06335_rev Synechocystis./18.fa.txt_orf04638
E.coli./09.fa.txt_orf06336_rev Synechocystis./18.fa.txt_orf03303
E.coli./09.fa.txt_orf06338_rev Synechocystis./18.fa.txt_orf03539_rev
E.coli./09.fa.txt_orf06341 Synechocystis./18.fa.txt_orf03251_rev
E.coli./09.fa.txt_orf06343 Synechocystis./18.fa.txt_orf00810
E.coli./09.fa.txt_orf06345 Synechocystis./18.fa.txt_orf03565_rev
E.coli./09.fa.txt_orf06346 Synechocystis./18.fa.txt_orf02588
E.coli./09.fa.txt_orf06347_rev Synechocystis./18.fa.txt_orf03353
E.coli./09.fa.txt_orf06348_rev Synechocystis./18.fa.txt_orf01927
E.coli./09.fa.txt_orf06349 Synechocystis./18.fa.txt_orf02584
E.coli./09.fa.txt_orf06350 Synechocystis./18.fa.txt_orf03110_rev
E.coli./09.fa.txt_orf06352 Synechocystis./18.fa.txt_orf02018_rev
E.coli./09.fa.txt_orf06353 Synechocystis./18.fa.txt_orf02586_rev
E.coli./09.fa.txt_orf06354 Synechocystis./18.fa.txt_orf02586_rev
E.coli./09.fa.txt_orf06355 Synechocystis./18.fa.txt_orf03244
E.coli./09.fa.txt_orf06356 Synechocystis./18.fa.txt_orf02811_rev
E.coli./09.fa.txt_orf06357 Synechocystis./18.fa.txt_orf01774_rev
E.coli./09.fa.txt_orf06358 Synechocystis./18.fa.txt_orf01617_rev
E.coli./09.fa.txt_orf06360 Synechocystis./18.fa.txt_orf02816
E.coli./09.fa.txt_orf06361_rev Synechocystis./18.fa.txt_orf01335_rev
E.coli./09.fa.txt_orf06363 Synechocystis./18.fa.txt_orf02291
E.coli./09.fa.txt_orf06365 Synechocystis./18.fa.txt_orf04250
E.coli./09.fa.txt_orf06366 Synechocystis./18.fa.txt_orf00136_rev
E.coli./09.fa.txt_orf06367 Synechocystis./18.fa.txt_orf01373
E.coli./09.fa.txt_orf06368_rev Synechocystis./18.fa.txt_orf03087
E.coli./09.fa.txt_orf06369_rev Synechocystis./18.fa.txt_orf00864
E.coli./09.fa.txt_orf06370_rev Synechocystis./18.fa.txt_orf04874_rev
E.coli./09.fa.txt_orf06372_rev Synechocystis./18.fa.txt_orf04993_rev
E.coli./09.fa.txt_orf06373_rev Synechocystis./18.fa.txt_orf04993_rev
E.coli./09.fa.txt_orf06374 Synechocystis./18.fa.txt_orf01648
E.coli./09.fa.txt_orf06375 Synechocystis./18.fa.txt_orf03732
E.coli./09.fa.txt_orf06377 Synechocystis./18.fa.txt_orf00047
E.coli./09.fa.txt_orf06378_rev Synechocystis./18.fa.txt_orf04792
E.coli./09.fa.txt_orf06379_rev Synechocystis./18.fa.txt_orf01945
E.coli./09.fa.txt_orf06380_rev Synechocystis./18.fa.txt_orf00281
E.coli./09.fa.txt_orf06381_rev Synechocystis./18.fa.txt_orf00422
E.coli./09.fa.txt_orf06383_rev Synechocystis./18.fa.txt_orf04336
E.coli./09.fa.txt_orf06386_rev Synechocystis./18.fa.txt_orf00425
E.coli./09.fa.txt_orf06389_rev Synechocystis./18.fa.txt_orf03651
E.coli./09.fa.txt_orf06390_rev Synechocystis./18.fa.txt_orf01399
E.coli./09.fa.txt_orf06392 Synechocystis./18.fa.txt_orf00137_rev
E.coli./09.fa.txt_orf06393_rev Synechocystis./18.fa.txt_orf02283
E.coli./09.fa.txt_orf06394 Synechocystis./18.fa.txt_orf01705
E.coli./09.fa.txt_orf06396 Synechocystis./18.fa.txt_orf01705
E.coli./09.fa.txt_orf06397_rev Synechocystis./18.fa.txt_orf03430
E.coli./09.fa.txt_orf06398 Synechocystis./18.fa.txt_orf02371
E.coli./09.fa.txt_orf06399_rev Synechocystis./18.fa.txt_orf00860_rev
E.coli./09.fa.txt_orf06400 Synechocystis./18.fa.txt_orf04239_rev
E.coli./09.fa.txt_orf06401 Synechocystis./18.fa.txt_orf05134
E.coli./09.fa.txt_orf06402_rev Synechocystis./18.fa.txt_orf00970
E.coli./09.fa.txt_orf06403_rev Synechocystis./18.fa.txt_orf03218
E.coli./09.fa.txt_orf06404 Synechocystis./18.fa.txt_orf03693
E.coli./09.fa.txt_orf06405 Synechocystis./18.fa.txt_orf03529_rev
E.coli./09.fa.txt_orf06406 Synechocystis./18.fa.txt_orf03905
E.coli./09.fa.txt_orf06409 Synechocystis./18.fa.txt_orf04796
E.coli./09.fa.txt_orf06411 Synechocystis./18.fa.txt_orf05230_rev
E.coli./09.fa.txt_orf06413_rev Synechocystis./18.fa.txt_orf04698_rev
E.coli./09.fa.txt_orf06414_rev Synechocystis./18.fa.txt_orf03455
E.coli./09.fa.txt_orf06415 Synechocystis./18.fa.txt_orf03709_rev
E.coli./09.fa.txt_orf06416 Synechocystis./18.fa.txt_orf03303
E.coli./09.fa.txt_orf06417 Synechocystis./18.fa.txt_orf02547
E.coli./09.fa.txt_orf06418_rev Synechocystis./18.fa.txt_orf03620
E.coli./09.fa.txt_orf06419_rev Synechocystis./18.fa.txt_orf01952_rev
E.coli./09.fa.txt_orf06420_rev Synechocystis./18.fa.txt_orf01399
E.coli./09.fa.txt_orf06421_rev Synechocystis./18.fa.txt_orf00801_rev
E.coli./09.fa.txt_orf06422 Synechocystis./18.fa.txt_orf01558_rev
E.coli./09.fa.txt_orf06423_rev Synechocystis./18.fa.txt_orf04638
E.coli./09.fa.txt_orf06425_rev Synechocystis./18.fa.txt_orf02376
E.coli./09.fa.txt_orf06426_rev Synechocystis./18.fa.txt_orf04288
E.coli./09.fa.txt_orf06428_rev Synechocystis./18.fa.txt_orf00624_rev
E.coli./09.fa.txt_orf06429_rev Synechocystis./18.fa.txt_orf02861
E.coli./09.fa.txt_orf06430_rev Synechocystis./18.fa.txt_orf01951
E.coli./09.fa.txt_orf06433_rev Synechocystis./18.fa.txt_orf03625_rev
E.coli./09.fa.txt_orf06434 Synechocystis./18.fa.txt_orf03927_rev
E.coli./09.fa.txt_orf06436 Synechocystis./18.fa.txt_orf04106_rev
E.coli./09.fa.txt_orf06438_rev Synechocystis./18.fa.txt_orf01328_rev
E.coli./09.fa.txt_orf06441_rev Synechocystis./18.fa.txt_orf01977_rev
E.coli./09.fa.txt_orf06443_rev Synechocystis./18.fa.txt_orf03391
E.coli./09.fa.txt_orf06444_rev Synechocystis./18.fa.txt_orf01891_rev
E.coli./09.fa.txt_orf06445 Synechocystis./18.fa.txt_orf02730
E.coli./09.fa.txt_orf06446 Synechocystis./18.fa.txt_orf01331_rev
E.coli./09.fa.txt_orf06448_rev Synechocystis./18.fa.txt_orf02333
E.coli./09.fa.txt_orf06449 Synechocystis./18.fa.txt_orf00653
E.coli./09.fa.txt_orf06450 Synechocystis./18.fa.txt_orf04965
E.coli./09.fa.txt_orf06451 Synechocystis./18.fa.txt_orf05117_rev
E.coli./09.fa.txt_orf06453_rev Synechocystis./18.fa.txt_orf03267_rev
E.coli./09.fa.txt_orf06455_rev Synechocystis./18.fa.txt_orf02136_rev
E.coli./09.fa.txt_orf06456_rev Synechocystis./18.fa.txt_orf03349_rev
E.coli./09.fa.txt_orf06457_rev Synechocystis./18.fa.txt_orf02418_rev
E.coli./09.fa.txt_orf06459 Synechocystis./18.fa.txt_orf02002
E.coli./09.fa.txt_orf06461 Synechocystis./18.fa.txt_orf02859
E.coli./09.fa.txt_orf06462 Synechocystis./18.fa.txt_orf04457_rev
E.coli./09.fa.txt_orf06464 Synechocystis./18.fa.txt_orf01565_rev
E.coli./09.fa.txt_orf06465 Synechocystis./18.fa.txt_orf04591_rev
E.coli./09.fa.txt_orf06466_rev Synechocystis./18.fa.txt_orf00430
E.coli./09.fa.txt_orf06467_rev Synechocystis./18.fa.txt_orf02958
E.coli./09.fa.txt_orf06468_rev Synechocystis./18.fa.txt_orf02787_rev
E.coli./09.fa.txt_orf06471_rev Synechocystis./18.fa.txt_orf02631_rev
E.coli./09.fa.txt_orf06472 Synechocystis./18.fa.txt_orf03986
E.coli./09.fa.txt_orf06473 Synechocystis./18.fa.txt_orf04842
E.coli./09.fa.txt_orf06474 Synechocystis./18.fa.txt_orf02239
E.coli./09.fa.txt_orf06475 Synechocystis./18.fa.txt_orf00845
E.coli./09.fa.txt_orf06477 Synechocystis./18.fa.txt_orf00604_rev
E.coli./09.fa.txt_orf06478 Synechocystis./18.fa.txt_orf04260
E.coli./09.fa.txt_orf06479_rev Synechocystis./18.fa.txt_orf03269_rev
E.coli./09.fa.txt_orf06481 Synechocystis./18.fa.txt_orf02674_rev
E.coli./09.fa.txt_orf06482 Synechocystis./18.fa.txt_orf03237
E.coli./09.fa.txt_orf06483 Synechocystis./18.fa.txt_orf05198_rev
E.coli./09.fa.txt_orf06485_rev Synechocystis./18.fa.txt_orf00446_rev
E.coli./09.fa.txt_orf06486 Synechocystis./18.fa.txt_orf01707
E.coli./09.fa.txt_orf06487 Synechocystis./18.fa.txt_orf03653_rev
E.coli./09.fa.txt_orf06488 Synechocystis./18.fa.txt_orf04064_rev
E.coli./09.fa.txt_orf06491 Synechocystis./18.fa.txt_orf01578
E.coli./09.fa.txt_orf06492 Synechocystis./18.fa.txt_orf01183_rev
E.coli./09.fa.txt_orf06494_rev Synechocystis./18.fa.txt_orf03618_rev
E.coli./09.fa.txt_orf06496 Synechocystis./18.fa.txt_orf04121_rev
E.coli./09.fa.txt_orf06499 Synechocystis./18.fa.txt_orf02939_rev
E.coli./09.fa.txt_orf06500 Synechocystis./18.fa.txt_orf02937_rev
E.coli./09.fa.txt_orf06501 Synechocystis./18.fa.txt_orf02934_rev
E.coli./09.fa.txt_orf06502 Synechocystis./18.fa.txt_orf02931_rev
E.coli./09.fa.txt_orf06504 Synechocystis./18.fa.txt_orf02930_rev
E.coli./09.fa.txt_orf06505 Synechocystis./18.fa.txt_orf02929_rev
E.coli./09.fa.txt_orf06509 Synechocystis./18.fa.txt_orf04064_rev
E.coli./09.fa.txt_orf06512 Synechocystis./18.fa.txt_orf05081_rev
E.coli./09.fa.txt_orf06514 Synechocystis./18.fa.txt_orf00638_rev
E.coli./09.fa.txt_orf06515_rev Synechocystis./18.fa.txt_orf00857_rev
E.coli./09.fa.txt_orf06517_rev Synechocystis./18.fa.txt_orf02867
E.coli./09.fa.txt_orf06518_rev Synechocystis./18.fa.txt_orf04976
E.coli./09.fa.txt_orf06519_rev Synechocystis./18.fa.txt_orf00850
E.coli./09.fa.txt_orf06520_rev Synechocystis./18.fa.txt_orf04352_rev
E.coli./09.fa.txt_orf06522_rev Synechocystis./18.fa.txt_orf01775_rev
E.coli./09.fa.txt_orf06524_rev Synechocystis./18.fa.txt_orf04795
E.coli./09.fa.txt_orf06525 Synechocystis./18.fa.txt_orf02240
E.coli./09.fa.txt_orf06526 Synechocystis./18.fa.txt_orf04500_rev
E.coli./09.fa.txt_orf06527 Synechocystis./18.fa.txt_orf04536_rev
E.coli./09.fa.txt_orf06529 Synechocystis./18.fa.txt_orf04803_rev
E.coli./09.fa.txt_orf06530 Synechocystis./18.fa.txt_orf03364_rev
E.coli./09.fa.txt_orf06531 Synechocystis./18.fa.txt_orf02889
E.coli./09.fa.txt_orf06532_rev Synechocystis./18.fa.txt_orf04244_rev
E.coli./09.fa.txt_orf06533_rev Synechocystis./18.fa.txt_orf03693
E.coli./09.fa.txt_orf06534 Synechocystis./18.fa.txt_orf00871
E.coli./09.fa.txt_orf06536 Synechocystis./18.fa.txt_orf02523
E.coli./09.fa.txt_orf06537_rev Synechocystis./18.fa.txt_orf04128
E.coli./09.fa.txt_orf06540_rev Synechocystis./18.fa.txt_orf04316_rev
E.coli./09.fa.txt_orf06541 Synechocystis./18.fa.txt_orf00505
E.coli./09.fa.txt_orf06542 Synechocystis./18.fa.txt_orf04064_rev
E.coli./09.fa.txt_orf06544_rev Synechocystis./18.fa.txt_orf03695_rev
E.coli./09.fa.txt_orf06545 Synechocystis./18.fa.txt_orf01961_rev
E.coli./09.fa.txt_orf06546 Synechocystis./18.fa.txt_orf01391
E.coli./09.fa.txt_orf06547 Synechocystis./18.fa.txt_orf03716
E.coli./09.fa.txt_orf06549 Synechocystis./18.fa.txt_orf04564_rev
E.coli./09.fa.txt_orf06552_rev Synechocystis./18.fa.txt_orf04236
E.coli./09.fa.txt_orf06554_rev Synechocystis./18.fa.txt_orf04010
E.coli./09.fa.txt_orf06555 Synechocystis./18.fa.txt_orf04545
E.coli./09.fa.txt_orf06556 Synechocystis./18.fa.txt_orf03106
E.coli./09.fa.txt_orf06557_rev Synechocystis./18.fa.txt_orf04791
E.coli./09.fa.txt_orf06558 Synechocystis./18.fa.txt_orf01004
E.coli./09.fa.txt_orf06559_rev Synechocystis./18.fa.txt_orf04820
E.coli./09.fa.txt_orf06561 Synechocystis./18.fa.txt_orf04438
E.coli./09.fa.txt_orf06562 Synechocystis./18.fa.txt_orf03049
E.coli./09.fa.txt_orf06564_rev Synechocystis./18.fa.txt_orf03106
E.coli./09.fa.txt_orf06565_rev Synechocystis./18.fa.txt_orf01331_rev
E.coli./09.fa.txt_orf06566 Synechocystis./18.fa.txt_orf04533_rev
E.coli./09.fa.txt_orf06568 Synechocystis./18.fa.txt_orf04623
E.coli./09.fa.txt_orf06570 Synechocystis./18.fa.txt_orf05264
E.coli./09.fa.txt_orf06571 Synechocystis./18.fa.txt_orf04309_rev
E.coli./09.fa.txt_orf06572 Synechocystis./18.fa.txt_orf01117
E.coli./09.fa.txt_orf06573 Synechocystis./18.fa.txt_orf02523
E.coli./09.fa.txt_orf06575 Synechocystis./18.fa.txt_orf02741
E.coli./09.fa.txt_orf06576 Synechocystis./18.fa.txt_orf03365_rev
E.coli./09.fa.txt_orf06577_rev Synechocystis./18.fa.txt_orf02586_rev
E.coli./09.fa.txt_orf06579_rev Synechocystis./18.fa.txt_orf04936
E.coli./09.fa.txt_orf06581_rev Synechocystis./18.fa.txt_orf01650
E.coli./09.fa.txt_orf06583_rev Synechocystis./18.fa.txt_orf04841
E.coli./09.fa.txt_orf06584 Synechocystis./18.fa.txt_orf00766
E.coli./09.fa.txt_orf06585 Synechocystis./18.fa.txt_orf03266_rev
E.coli./09.fa.txt_orf06587 Synechocystis./18.fa.txt_orf01359_rev
E.coli./09.fa.txt_orf06588_rev Synechocystis./18.fa.txt_orf04469_rev
E.coli./09.fa.txt_orf06589 Synechocystis./18.fa.txt_orf02479_rev
E.coli./09.fa.txt_orf06590 Synechocystis./18.fa.txt_orf00945
E.coli./09.fa.txt_orf06591 Synechocystis./18.fa.txt_orf00840
E.coli./09.fa.txt_orf06592 Synechocystis./18.fa.txt_orf03332
E.coli./09.fa.txt_orf06593_rev Synechocystis./18.fa.txt_orf04327
E.coli./09.fa.txt_orf06594 Synechocystis./18.fa.txt_orf01494
E.coli./09.fa.txt_orf06595 Synechocystis./18.fa.txt_orf05170_rev
E.coli./09.fa.txt_orf06598 Synechocystis./18.fa.txt_orf02160_rev
E.coli./09.fa.txt_orf06599 Synechocystis./18.fa.txt_orf02720_rev
E.coli./09.fa.txt_orf06600_rev Synechocystis./18.fa.txt_orf02775_rev
E.coli./09.fa.txt_orf06601 Synechocystis./18.fa.txt_orf00084_rev
E.coli./09.fa.txt_orf06602 Synechocystis./18.fa.txt_orf03662_rev
E.coli./09.fa.txt_orf06603 Synechocystis./18.fa.txt_orf03381_rev
E.coli./09.fa.txt_orf06604 Synechocystis./18.fa.txt_orf02476_rev
E.coli./09.fa.txt_orf06606_rev Synechocystis./18.fa.txt_orf02018_rev
E.coli./09.fa.txt_orf06607 Synechocystis./18.fa.txt_orf01537_rev
E.coli./09.fa.txt_orf06608 Synechocystis./18.fa.txt_orf01246
E.coli./09.fa.txt_orf06609_rev Synechocystis./18.fa.txt_orf04068_rev
E.coli./09.fa.txt_orf06610 Synechocystis./18.fa.txt_orf03362_rev
E.coli./09.fa.txt_orf06611_rev Synechocystis./18.fa.txt_orf04315
E.coli./09.fa.txt_orf06613 Synechocystis./18.fa.txt_orf03947_rev
E.coli./09.fa.txt_orf06614 Synechocystis./18.fa.txt_orf02903_rev
E.coli./09.fa.txt_orf06616 Synechocystis./18.fa.txt_orf05296_rev
E.coli./09.fa.txt_orf06617_rev Synechocystis./18.fa.txt_orf04729_rev
E.coli./09.fa.txt_orf06618 Synechocystis./18.fa.txt_orf03328
E.coli./09.fa.txt_orf06620_rev Synechocystis./18.fa.txt_orf04060
E.coli./09.fa.txt_orf06621 Synechocystis./18.fa.txt_orf04850
E.coli./09.fa.txt_orf06623_rev Synechocystis./18.fa.txt_orf00430
E.coli./09.fa.txt_orf06624 Synechocystis./18.fa.txt_orf00591_rev
E.coli./09.fa.txt_orf06626_rev Synechocystis./18.fa.txt_orf02070
E.coli./09.fa.txt_orf06628 Synechocystis./18.fa.txt_orf00992
E.coli./09.fa.txt_orf06631 Synechocystis./18.fa.txt_orf02734_rev
E.coli./09.fa.txt_orf06632_rev Synechocystis./18.fa.txt_orf02515_rev
E.coli./09.fa.txt_orf06635_rev Synechocystis./18.fa.txt_orf00752
E.coli./09.fa.txt_orf06636_rev Synechocystis./18.fa.txt_orf03652_rev
E.coli./09.fa.txt_orf06639_rev Synechocystis./18.fa.txt_orf02725_rev
E.coli./09.fa.txt_orf06640 Synechocystis./18.fa.txt_orf03541
